question_temp_key	term_title	term_id	term_category	term_category_id	question_type	difficulty	question_text	explanation	text_answer	choice_1_text	choice_1_is_answer	choice_2_text	choice_2_is_answer	choice_3_text	choice_3_is_answer	choice_4_text	choice_4_is_answer	label_1_key	label_2_key	label_3_key	label_4_key	
Q401	콘텐츠모델(Content Model)		Frontend - HTML/CSS	11	OX	MEDIUM	block과 inline은 HTML 요소의 공식 콘텐츠 모델 분류이며, 최신 HTML에서는 flow phrasing 같은 모델 용어로 더 정확히 설명하는 경우가 많다.	예전에는 block inline 구분이 직관적이었지만, HTML 스펙에서는 flow content phrasing content 같은 콘텐츠 모델로 더 정교하게 분류합니다. 면접에서는 a 태그 안에 div를 넣어도 되는지 같은 질문이 나올 때 콘텐츠 모델 관점이 도움이 됩니다. 실무에서는 시맨틱 구조를 설계할 때 어떤 요소를 어디에 넣을 수 있는지 기준을 잡아야 합니다. 단순히 브라우저가 되니까 넣는 방식은 접근성과 유지보수를 해칠 수 있습니다. 콘텐츠 모델을 이해하면 마크업을 규칙 기반으로 구성할 수 있어 품질이 올라갑니다.		O	TRUE	X	FALSE					frontend	htmlcss	html		
Q402	인풋타입(Input Type)		Frontend - HTML/CSS	11	OX	MEDIUM	input type=email을 사용하면 모바일에서 이메일 키보드가 뜨는 등 UX 개선에 도움이 되는 경우가 많다.	input type은 단순 검증뿐 아니라 사용자 입력 경험을 바꿉니다. 이메일 타입은 골뱅이 도메인 키가 포함된 키보드를 띄우는 경우가 많아 입력이 빨라집니다. 면접에서는 폼 UX를 어떻게 개선할지 질문에서 타입 선택을 언급하면 좋습니다. 실무에서는 type을 정확히 쓰면 자동완성, 접근성, 검증이 동시에 개선됩니다. 다만 브라우저마다 기본 검증 메시지가 다르므로 커스텀 메시지를 제공할지 정책을 정하는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	html		
Q403	버튼타입(Button Type)		Frontend - HTML/CSS	11	OX	MEDIUM	form 안에서 button의 기본 type은 submit인 경우가 많아, 의도치 않게 폼 제출이 발생할 수 있다.	많은 브라우저에서 form 내부 button의 기본 type은 submit으로 동작합니다. 그래서 모달 닫기 버튼 같은 것이 submit이 되어 예상치 못한 제출이 발생하는 버그가 흔합니다. 면접에서는 왜 클릭하자마자 페이지가 새로고침되는지 원인을 설명하라고 할 수 있습니다. 실무에서는 submit이 아닌 버튼에는 type=button을 명시하는 컨벤션을 두면 안전합니다. 작은 속성 하나가 사용자 경험과 버그 발생률을 크게 바꾸므로 기본값을 정확히 알고 쓰는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	html		
Q404	자동완성(Autocomplete)		Frontend - HTML/CSS	11	OX	MEDIUM	autocomplete 속성을 적절히 지정하면 브라우저가 주소 이메일 같은 정보를 더 잘 채워줘 폼 입력 UX가 좋아질 수 있다.	autocomplete은 브라우저가 저장된 정보를 어떤 필드에 넣을지 판단하는 힌트입니다. 주소 배송지 카드 정보처럼 반복 입력이 많은 폼에서 큰 UX 개선이 됩니다. 면접에서는 회원가입 로그인 폼에서 어떤 속성을 쓰면 좋은지 질문이 나올 수 있습니다. 실무에서는 필드 이름이 애매하면 자동완성이 엉뚱한 값을 넣는 문제가 생길 수 있어 표준 토큰을 맞춰 쓰는 것이 좋습니다. 보안이 필요한 필드에서는 자동완성 정책을 신중히 결정해야 합니다.		O	TRUE	X	FALSE					frontend	htmlcss	html		
Q405	폼제출기본동작(Form Submit)		Frontend - HTML/CSS	11	OX	MEDIUM	form 제출 시 기본 동작은 서버로 요청을 보내며 페이지 이동이나 새로고침이 발생할 수 있다.	HTML 폼은 본래 서버로 요청을 보내는 메커니즘이라 제출 시 화면 전환이 발생할 수 있습니다. SPA에서는 이 기본 동작을 막고 JS로 처리하는 경우가 많습니다. 면접에서는 preventDefault를 왜 쓰는지와 웹의 기본 동작을 이해하는지 확인하려고 묻습니다. 실무에서는 기본 제출을 유지할지 JS로 가로챌지 정책을 정하고, 서버 렌더링 환경에서는 접근성 측면에서 기본 제출이 오히려 유리할 수 있습니다. 중요한 것은 기본 동작을 모르는 상태에서 막지 말고 의도적으로 선택하는 것입니다.		O	TRUE	X	FALSE					frontend	htmlcss	html		
Q406	리플레이스드요소(Replaced Element)		Frontend - HTML/CSS	11	OX	MEDIUM	img나 video 같은 리플레이스드 요소는 내부 콘텐츠 대신 외부 리소스가 렌더링되며 레이아웃 규칙이 일반 요소와 다를 수 있다.	리플레이스드 요소는 브라우저가 외부 리소스를 대체 콘텐츠로 렌더링하는 특성을 가집니다. 그래서 width height의 기본 동작이나 baseline 정렬에서 일반 요소와 다른 결과가 나올 수 있습니다. 면접에서는 이미지 아래에 생기는 여백이나 inline 정렬 문제를 설명할 때 이 개념을 언급할 수 있습니다. 실무에서는 object-fit, aspect-ratio 같은 속성을 함께 써서 예측 가능한 크기와 비율을 유지합니다. 리플레이스드 요소 특성을 이해하면 미묘한 레이아웃 버그를 더 빠르게 잡을 수 있습니다.		O	TRUE	X	FALSE					frontend	htmlcss	layout		
Q407	종횡비(Aspect Ratio)		Frontend - HTML/CSS	11	OX	MEDIUM	aspect-ratio를 지정하면 이미지나 박스의 높이가 너비에 맞춰 계산되어 레이아웃 점프를 줄이는 데 도움이 될 수 있다.	aspect-ratio는 로딩 전에도 박스의 비율을 미리 확보해 CLS 같은 레이아웃 점프를 줄이는 데 유용합니다. 썸네일 리스트나 카드에서 이미지 로딩 시 화면이 들썩이는 문제를 개선할 수 있습니다. 면접에서는 레이아웃 시프트를 어떻게 줄일지 질문이 나올 수 있습니다. 실무에서는 이미지 크기 속성 지정과 함께 사용하면 더 안정적이며, 반응형에서도 일관된 비율 유지가 가능합니다. 성능 최적화는 네트워크뿐 아니라 레이아웃 안정성까지 함께 보아야 합니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q408	논리속성(Logical Properties)		Frontend - HTML/CSS	11	OX	MEDIUM	margin-inline-start 같은 논리 속성은 글쓰기 방향이 바뀌는 환경에서도 더 일관된 레이아웃을 만들 수 있다.	논리 속성은 left right 대신 inline start end 같은 방향 개념을 사용합니다. RTL 언어 지원이나 writing-mode가 바뀌는 경우에도 레이아웃을 더 쉽게 대응할 수 있습니다. 면접에서는 국제화 대응 경험을 묻는 질문에서 이 개념이 유용합니다. 실무에서는 글로벌 서비스에서 방향 전환을 고려해 논리 속성을 채택하면 유지보수가 쉬워집니다. 다만 모든 팀원이 익숙하지 않을 수 있어 코딩 규칙과 예시를 함께 제공하는 것이 좋습니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q409	컨테이너쿼리(Container Query)		Frontend - HTML/CSS	11	OX	MEDIUM	컨테이너쿼리는 뷰포트가 아니라 부모 컨테이너 크기에 따라 컴포넌트 스타일을 바꿀 수 있게 해준다.	컨테이너쿼리는 컴포넌트 기반 개발에서 매우 유용한 기능입니다. 같은 카드 컴포넌트라도 사이드바 안에 있을 때와 메인 영역에 있을 때 스타일을 다르게 적용할 수 있습니다. 면접에서는 반응형을 컴포넌트 단위로 설계하는 방법을 물을 때 이 주제가 나올 수 있습니다. 실무에서는 미지원 환경 폴백과 지원 범위를 확인해야 하지만, 도입하면 미디어쿼리 남발을 줄이고 컴포넌트 재사용성이 좋아집니다. 반응형을 화면이 아니라 컴포넌트 자체의 환경으로 보는 사고가 핵심입니다.		O	TRUE	X	FALSE					frontend	htmlcss	responsive		
Q410	스크롤스냅(Scroll Snap)		Frontend - HTML/CSS	11	OX	MEDIUM	scroll snap을 사용하면 스크롤이 특정 지점에 맞춰 멈추도록 유도해 캐러셀 같은 UI에 활용할 수 있다.	스크롤 스냅은 JS 없이도 스크롤 정렬감을 줄 수 있어 캐러셀이나 섹션 스크롤 UI에 자주 쓰입니다. 사용자 제스처를 보완하는 기능이지만 과하면 제어권을 뺏는 느낌을 줄 수 있습니다. 면접에서는 캐러셀을 어떻게 구현할지 질문에서 CSS로도 가능하다는 점을 설명할 수 있습니다. 실무에서는 터치 UX를 실제 기기에서 확인하며 스냅 강도와 정렬 지점을 조절합니다. 스크롤 관련 기능은 접근성과 UX에 큰 영향을 주니 테스트 기반으로 적용하는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q411	스크롤바스타일링(Scrollbar Styling)		Frontend - HTML/CSS	11	OX	MEDIUM	스크롤바 스타일은 브라우저마다 지원 방식이 달라 동일한 결과를 100퍼센트 보장하기 어렵다.	스크롤바는 운영체제와 브라우저 구현에 강하게 의존합니다. 그래서 특정 브라우저에서만 적용되거나 표현이 다르게 보일 수 있습니다. 면접에서는 커스텀 스크롤바를 요구받았을 때 위험 요소를 설명하라고 할 수 있습니다. 실무에서는 브랜드 일관성보다 사용성과 접근성을 우선하고, 스타일링은 최소한으로 두는 경우가 많습니다. 스크롤바를 과하게 바꾸면 대비가 낮아지거나 조작성이 떨어질 수 있어 주의해야 합니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q412	포커스표시선택(Focus Visible)		Frontend - HTML/CSS	11	OX	MEDIUM	focus-visible은 모든 포커스 상황에서 항상 적용되며, 마우스로 클릭해도 동일하게 스타일이 붙는다.	focus-visible은 일반적으로 키보드 탐색처럼 포커스 표시가 필요한 상황에서만 스타일을 적용하려는 목적입니다. 마우스 클릭에는 적용되지 않는 경우가 많아 UI가 깔끔해질 수 있습니다. 면접에서는 focus와 focus-visible 차이를 설명해보라고 할 수 있습니다. 실무에서는 포커스 링을 없애지 않고도 디자인 요구를 만족시키는 방법으로 자주 채택됩니다. 단, 브라우저 동작이 완전히 동일하지 않을 수 있어 폴백 스타일과 실제 테스트를 함께 하는 것이 안전합니다.		O	FALSE	X	TRUE					frontend	htmlcss	a11y		
Q413	링크보안(Rel noopener)		Frontend - HTML/CSS	11	OX	MEDIUM	target blank 링크에는 noopener를 추가하면 새 탭이 opener에 접근하는 위험을 줄일 수 있다.	새 탭으로 열린 페이지가 opener를 통해 원래 페이지를 제어하는 문제가 생길 수 있어 보안상 위험이 됩니다. noopener는 이 연결을 끊어 위험을 줄이는 데 도움을 줍니다. 면접에서는 프론트엔드 보안 기본으로 외부 링크 처리 방법을 묻는 경우가 있습니다. 실무에서는 외부 링크에는 noopener noreferrer를 함께 쓰는 컨벤션을 두기도 합니다. 작은 속성 하나지만 피싱 탭내빙 같은 공격 벡터를 줄일 수 있어 보안 위생으로 챙기는 것이 좋습니다.		O	TRUE	X	FALSE					frontend	htmlcss	security		
Q414	우선순위계층(Cascade Order)		Frontend - HTML/CSS	11	OX	MEDIUM	같은 특정성이라면 선언 순서뿐 아니라 중요한 규칙과 출처 레이어에 따라 우선순위가 달라질 수 있다.	CSS는 단순히 나중 것이 이기는 규칙만 있는 것이 아니라 important, 출처, 레이어 등 여러 우선순위 계층이 있습니다. 그래서 어떤 규칙이 적용되는지 판단하려면 캐스케이드 전체를 봐야 합니다. 면접에서는 왜 내 스타일이 안 먹는지 분석하라고 할 때 이 구조를 설명할 수 있어야 합니다. 실무에서는 레이어를 나누거나 특정성을 낮게 유지해 충돌을 줄입니다. DevTools로 우선순위가 뒤집히는 이유를 추적하는 습관이 실제 디버깅 속도를 크게 좌우합니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q415	버튼접근성(Button A11y)		Frontend - HTML/CSS	11	OX	MEDIUM	a 태그에 href가 없으면 기본적으로 키보드 탭 포커스를 받을 수 없는 경우가 많아, 버튼처럼 쓰면 접근성 문제가 될 수 있다.	href 없는 a 태그는 링크로서 의미가 약해지고 포커스 가능 여부도 달라질 수 있습니다. 클릭만 되게 만들어 버튼 역할로 쓰면 키보드 사용자가 접근하기 어려워질 수 있습니다. 면접에서는 링크와 버튼을 언제 구분해야 하는지 질문이 자주 나옵니다. 실무에서는 이동이면 a, 동작이면 button을 원칙으로 두고, 스타일로 동일하게 보이게 합니다. 시맨틱을 지키면 접근성과 이벤트 처리 모두에서 문제가 줄어들어 유지보수성이 좋아집니다.		O	TRUE	X	FALSE					frontend	htmlcss	a11y		
Q416	이미지최적화(Responsive Images)		Frontend - HTML/CSS	11	OX	MEDIUM	picture 요소를 쓰면 화면 조건에 따라 다른 이미지 포맷이나 리소스를 선택하도록 구성할 수 있다.	picture는 source를 여러 개 두어 조건에 맞는 이미지를 선택하게 해줍니다. 예를 들어 webp 지원 브라우저에는 webp를, 미지원에는 jpg를 제공하는 방식이 가능합니다. 면접에서는 이미지 최적화에서 포맷 전환과 폴백 전략을 물을 때 자주 등장합니다. 실무에서는 네트워크 용량과 디코딩 비용을 줄여 LCP를 개선할 수 있지만, 구성과 테스트가 필요합니다. 결국 사용자 환경에 맞는 리소스를 제공하는 것이 성능 최적화의 핵심입니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q417	폰트폴백(Font Fallback)		Frontend - HTML/CSS	11	OX	MEDIUM	폰트가 로드되지 않거나 지연될 때를 대비해 font-family에 폴백 폰트를 지정하는 것이 일반적으로 권장된다.	웹폰트는 네트워크 상황에 따라 늦게 올 수 있어 폴백 폰트를 지정하는 것이 중요합니다. 폴백이 없으면 기본 폰트로 강제되거나 레이아웃이 크게 흔들릴 수 있습니다. 면접에서는 FOIT FOUT 현상을 설명하며 폴백 설계를 물을 수 있습니다. 실무에서는 시스템 폰트 스택을 적절히 구성하고, 글꼴 메트릭 차이로 인한 레이아웃 점프를 최소화합니다. 타이포는 성능과 가독성의 교차점이므로 로딩 전략까지 포함해 설계해야 합니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q418	폰트서브셋(Font Subset)		Frontend - HTML/CSS	11	OX	MEDIUM	한글 웹폰트는 글리프 수가 많아 서브셋팅을 하면 용량 절감 효과가 큰 편이다.	한글 폰트는 문자 종류가 매우 많아 파일 크기가 커지기 쉽습니다. 서브셋팅으로 실제 사용하는 문자만 포함하면 초기 로딩이 크게 개선될 수 있습니다. 면접에서는 웹폰트 최적화에서 왜 한글이 더 어려운지 질문이 나올 수 있습니다. 실무에서는 서브셋 누락으로 특정 글자가 네모로 보이는 문제가 생길 수 있어 자동화된 검증이 필요합니다. 성능 개선과 품질 리스크를 동시에 관리하는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q419	레이아웃시프트(CLS)		Frontend - HTML/CSS	11	OX	MEDIUM	이미지나 광고 영역의 크기를 미리 확보하지 않으면 로딩 중 레이아웃이 움직여 CLS가 나빠질 수 있다.	CLS는 사용자 시야에서 요소가 갑자기 이동하는 정도를 나타내는 지표입니다. 이미지 크기를 지정하지 않거나 동적 콘텐츠가 밀고 들어오면 점수가 나빠질 수 있습니다. 면접에서는 웹 성능 지표를 아는지와 개선 방법을 묻는 질문이 나올 수 있습니다. 실무에서는 width height 지정, aspect-ratio, skeleton UI로 공간을 미리 확보하는 방식으로 개선합니다. CLS는 체감 품질과 직결되므로 성능 최적화에서 매우 중요한 항목입니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q420	접근성트리(Accessibility Tree)		Frontend - HTML/CSS	11	OX	MEDIUM	aria-hidden true를 적용하면 보조기술에서 요소가 숨겨져 접근성 트리에서 제외되는 경우가 많다.	접근성 트리는 스크린 리더 같은 보조기술이 참고하는 의미 구조입니다. aria-hidden을 쓰면 해당 노드를 읽지 않게 만들 수 있습니다. 면접에서는 시각적으로 숨김과 보조기술 숨김을 구분할 수 있는지 확인하려고 이런 질문이 나올 수 있습니다. 실무에서는 모달 배경을 숨길 때 aria-hidden만으로 충분한지, inert 같은 방법과 조합이 필요한지까지 고려합니다. 접근성은 속성 하나로 끝나는 게 아니라 포커스 상호작용까지 포함하므로 테스트를 통해 검증하는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	a11y		
Q421	CSS초기값(Initial Value)		Frontend - HTML/CSS	11	OX	MEDIUM	inherit를 쓰면 항상 속성이 브라우저 기본값으로 돌아간다.	inherit는 브라우저 기본값으로 되돌리는 것이 아니라, 부모 요소의 값을 강제로 상속받게 만드는 키워드입니다. 면접에서는 initial unset inherit revert의 차이를 물어 개념을 정확히 아는지 확인하는 경우가 많습니다. 실무에서는 예상치 못한 상속을 제어하거나, 일부 속성만 부모와 동일하게 맞추고 싶을 때 inherit가 유용합니다. 하지만 부모 값이 무엇인지 모르면 결과가 예측 불가해질 수 있으므로 DevTools로 computed style을 확인하는 습관이 중요합니다. 키워드 자체보다 캐스케이드와 상속 규칙을 함께 이해하는 것이 핵심입니다.		O	FALSE	X	TRUE					frontend	htmlcss	css		
Q422	초기화키워드(Initial)		Frontend - HTML/CSS	11	OX	MEDIUM	initial을 쓰면 속성이 브라우저 기본 스타일(UA stylesheet) 값으로 돌아간다.	initial은 해당 속성의 스펙상 초기값으로 설정하는 키워드입니다. UA stylesheet의 기본 스타일과는 다를 수 있어 혼동하기 쉽습니다. 면접에서는 initial과 revert의 차이를 비교해 설명하라고 할 수 있습니다. 실무에서는 기본값으로 돌린다고 생각하고 initial을 썼는데, 기대한 기본 스타일이 아니라서 UI가 깨지는 경우가 있어 주의가 필요합니다. 키워드 동작을 정확히 이해하면 CSS 충돌을 더 안정적으로 제어할 수 있습니다.		O	FALSE	X	TRUE					frontend	htmlcss	css		
Q423	언셋(Unset)		Frontend - HTML/CSS	11	OX	MEDIUM	unset은 상속되는 속성이라면 inherit처럼 동작하고, 상속되지 않는 속성이라면 initial처럼 동작한다.	unset은 상속 여부에 따라 동작이 달라지는 키워드입니다. 그래서 텍스트 계열 속성에는 부모 값을 따르게 되고, 박스 모델 계열에는 초기값으로 돌아가는 경우가 많습니다. 면접에서는 unset을 왜 쓰는지 실전 예시를 들어보라고 할 수 있습니다. 실무에서는 컴포넌트의 기본 스타일을 지우고 주변 컨텍스트에 자연스럽게 섞이게 만들 때 유용합니다. 다만 결과가 속성별로 달라지므로, 적용 후 computed style 확인은 필수입니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q424	리버트(Revert)		Frontend - HTML/CSS	11	OX	MEDIUM	revert는 작성자 스타일을 취소하고, 더 낮은 우선순위 출처(예: UA 스타일)로 되돌리는 의미를 가질 수 있다.	revert는 캐스케이드 출처 관점에서 더 낮은 우선순위로 되돌리는 느낌이라 initial과 구분됩니다. 면접에서는 기본값 복원 관련 키워드를 비교하며 깊이를 보려는 질문이 나올 수 있습니다. 실무에서는 라이브러리 스타일과 커스텀 스타일이 얽혀서 초기화가 필요할 때 revert가 도움이 될 수 있습니다. 하지만 브라우저 지원과 실제 결과가 상황에 따라 달라질 수 있어 적용 전후를 확인해야 합니다. 어떤 키워드를 쓰든 캐스케이드 계층을 이해하는 것이 우선입니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q425	폰트표시전략(Font Display)		Frontend - HTML/CSS	11	OX	MEDIUM	font-display swap은 웹폰트가 늦게 와도 일단 폴백 폰트로 표시한 뒤 웹폰트로 교체하는 전략이다.	swap은 폰트 로딩 중에도 텍스트를 즉시 보여주어 FOIT를 줄이는 데 도움이 됩니다. 대신 폰트가 바뀌며 순간적으로 글자가 변하는 FOUT가 생길 수 있습니다. 면접에서는 폰트가 안 보였다가 뜨는 현상을 어떻게 해결할지 질문이 나올 수 있습니다. 실무에서는 사용자 체감상 텍스트가 빨리 보이는 것이 중요해 swap을 선호하는 경우가 많습니다. 다만 레이아웃 흔들림을 줄이기 위해 폴백 폰트 메트릭을 조정하는 등 추가 전략이 필요할 수 있습니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q426	단축속성(Shorthand)		Frontend - HTML/CSS	11	OX	MEDIUM	margin 10px 20px 30px 40px은 시계 방향으로 위 오른쪽 아래 왼쪽 순서다.	단축 속성은 작성은 편하지만 순서를 헷갈리면 버그가 생기기 쉽습니다. margin padding은 1 2 3 4개 값에 따라 규칙이 달라져 면접에서도 자주 묻습니다. 실무에서는 시계 방향 규칙을 기억하면 빠르게 읽고 쓸 수 있습니다. 또한 단축 속성은 일부 값만 바꿀 때 의도치 않게 다른 값이 덮어써질 수 있어 주의가 필요합니다. 팀 컨벤션으로 단축 사용 기준을 정해두면 유지보수가 쉬워집니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q427	백분율기준(Percentage)		Frontend - HTML/CSS	11	OX	MEDIUM	padding-top 50퍼센트는 부모 요소의 높이를 기준으로 계산된다.	padding의 퍼센트는 많은 경우 부모의 너비 기준으로 계산되어 초보자가 흔히 착각합니다. 이 특성은 비율 박스를 만들 때 활용되기도 했습니다. 면접에서는 퍼센트 기반 레이아웃의 함정을 질문으로 낼 수 있습니다. 실무에서는 aspect-ratio가 없던 시절에 padding-top 해킹으로 16대9 박스를 만들기도 했고, 지금도 레거시 코드에서 보게 됩니다. 정확한 기준을 알아야 예상치 못한 레이아웃 깨짐을 디버깅할 수 있습니다.		O	FALSE	X	TRUE					frontend	htmlcss	layout		
Q428	스크롤컨테이너(Scroll Container)		Frontend - HTML/CSS	11	OX	MEDIUM	position sticky는 가장 가까운 스크롤 컨테이너를 기준으로 동작하는 경우가 많다.	sticky는 화면에 붙는 듯 보이지만, 실제 기준은 뷰포트가 아니라 스크롤 컨테이너인 경우가 많습니다. 그래서 부모에 overflow가 걸려 있으면 기대대로 안 붙는 문제가 흔합니다. 면접에서는 sticky가 왜 작동하지 않는지 원인 후보를 말해보라고 할 수 있습니다. 실무에서는 sticky를 쓸 때 조상 요소의 overflow와 높이 제약을 먼저 점검하는 것이 핵심입니다. 원리를 알면 억지로 JS로 고정하지 않고도 CSS만으로 안정적으로 해결할 수 있습니다.		O	TRUE	X	FALSE					frontend	htmlcss	layout		
Q429	스크롤마진(Scroll Margin)		Frontend - HTML/CSS	11	OX	MEDIUM	scroll-margin은 앵커 이동이나 scrollIntoView 같은 스크롤 정렬에서 목표 요소 주변 여백을 확보하는 데 사용할 수 있다.	scroll-margin은 스크롤 스냅이나 앵커 이동에서 요소가 너무 딱 붙어 보이지 않게 여백을 만들 수 있습니다. 고정 헤더가 있는 페이지에서 앵커 이동 시 콘텐츠가 헤더에 가려지는 문제에도 도움이 됩니다. 면접에서는 해시 링크 이동 시 헤더에 가려지는 현상을 어떻게 해결할지 질문이 나올 수 있습니다. 실무에서는 JS 계산 없이 CSS로 해결할 수 있어 유지보수성이 좋습니다. 스크롤 UX는 작은 차이로 완성도가 갈리므로 이런 속성을 알고 있으면 강점입니다.		O	TRUE	X	FALSE					frontend	htmlcss	ux		
Q430	스크롤패딩(Scroll Padding)		Frontend - HTML/CSS	11	OX	MEDIUM	scroll-padding은 스크롤 컨테이너의 스냅 영역 안쪽 여백을 정의해 스냅 위치를 조절할 수 있다.	scroll-padding은 스크롤 스냅에서 정렬 기준을 안쪽으로 밀어주는 역할을 합니다. 고정 내비게이션이 있는 레이아웃에서 스냅이 겹치는 문제를 해결할 때 유용합니다. 면접에서는 스냅 UI 구현에서 헤더 영역을 피하는 방법을 묻는 질문이 나올 수 있습니다. 실무에서는 JS로 매번 보정하는 것보다 CSS로 기준을 잡는 편이 안정적입니다. 다만 스크롤 관련 속성은 브라우저별 체감이 다를 수 있어 기기 테스트가 필요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	css		
Q431	포인터이벤트속성(pointer-events)		Frontend - HTML/CSS	11	OX	MEDIUM	pointer-events none을 주면 요소가 클릭 대상에서 제외되어 아래 요소가 클릭되는 경우가 많다.	pointer-events none은 오버레이가 클릭을 가로채는 문제를 해결할 때 자주 씁니다. 예를 들어 장식 레이어나 효과 레이어를 클릭 통과시키는 패턴이 대표적입니다. 면접에서는 왜 클릭이 안 되는지 디버깅 시 pointer-events를 원인으로 짚을 수 있는지 보기도 합니다. 실무에서는 드래그 UI나 툴팁 레이어에서 유용하지만, 포커스나 접근성 흐름까지 함께 고려해야 합니다. 클릭 통과는 편하지만 의도치 않은 상호작용이 생기지 않도록 범위를 좁게 적용하는 것이 좋습니다.		O	TRUE	X	FALSE					frontend	htmlcss	interaction		
Q432	클릭지연(Click Delay)		Frontend - HTML/CSS	11	OX	MEDIUM	모바일에서 과거 300ms 클릭 지연 문제는 viewport 설정과 터치 이벤트 모델 개선으로 많이 완화되었다.	예전 모바일 브라우저는 더블탭 확대를 구분하려고 클릭을 지연시키는 문제가 있었습니다. 지금은 많은 환경에서 개선되었지만, 레거시 환경이나 특정 조건에서는 여전히 이슈가 생길 수 있습니다. 면접에서는 터치 UX에서 왜 클릭이 늦게 반응했는지 배경을 설명해보라고 할 수 있습니다. 실무에서는 터치 액션 설정, 적절한 메타 태그, 포인터 이벤트 활용 등으로 반응성을 높입니다. 중요한 건 문제의 역사와 현재의 표준이 어떻게 발전했는지 이해하는 것입니다.		O	TRUE	X	FALSE					frontend	htmlcss	interaction		
Q433	이미지디코딩(decoding)		Frontend - HTML/CSS	11	OX	MEDIUM	img decoding async는 브라우저가 이미지 디코딩을 비동기로 처리하도록 힌트를 줄 수 있다.	이미지 다운로드와 디코딩은 별개이며, 디코딩이 메인 스레드를 잡으면 스크롤이나 입력이 버벅일 수 있습니다. decoding 속성은 디코딩 타이밍에 대한 힌트가 될 수 있습니다. 면접에서는 이미지 최적화가 왜 용량만의 문제가 아닌지 물을 때 이 포인트가 유용합니다. 실무에서는 중요한 히어로 이미지와 덜 중요한 이미지의 우선순위를 나누고, LCP 개선을 위해 fetchpriority 같은 속성과 함께 고려하기도 합니다. 힌트 속성은 절대 보장이 아니므로 실제 성능 측정으로 확인하는 것이 중요합니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q434	리소스우선순위(fetchpriority)		Frontend - HTML/CSS	11	OX	MEDIUM	fetchpriority를 사용하면 특정 이미지나 리소스의 네트워크 우선순위를 조절하는 힌트를 줄 수 있다.	브라우저는 많은 리소스를 동시에 다운로드하므로 우선순위가 체감 성능에 큰 영향을 줍니다. fetchpriority는 어떤 리소스를 더 빨리 받길 원하는지 힌트를 주는 방법입니다. 면접에서는 LCP 개선 방법을 물을 때 preload와 함께 언급될 수 있습니다. 실무에서는 히어로 이미지나 중요한 CSS에 우선순위를 주고, 덜 중요한 리소스는 뒤로 미루는 전략이 효과적입니다. 단, 힌트는 남발하면 서로 충돌할 수 있으니 실제 네트워크 워터폴을 보고 튜닝하는 것이 안전합니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q435	프리로드(preload)		Frontend - HTML/CSS	11	OX	MEDIUM	link rel preload는 브라우저가 리소스를 미리 가져오도록 해 초기 렌더링 지연을 줄일 수 있다.	preload는 중요한 리소스를 더 일찍 다운로드하도록 도와 LCP나 렌더링 지연을 줄일 수 있습니다. 하지만 잘못 쓰면 불필요한 다운로드가 늘어 성능이 오히려 나빠질 수 있습니다. 면접에서는 CSS 폰트 이미지 중 무엇을 preload할지 판단 기준을 물을 수 있습니다. 실무에서는 실제 성능 지표를 보고 가장 큰 병목 리소스를 대상으로 제한적으로 적용합니다. 프리로드는 만능이 아니라 우선순위 설계를 정확히 했을 때 효과가 나는 도구입니다.		O	TRUE	X	FALSE					frontend	htmlcss	performance		
Q436	지연로딩(loading lazy)		Frontend - HTML/CSS	11	OX	MEDIUM	모든 이미지에 loading lazy를 적용하면 항상 성능이 좋아진다.	lazy는 초기 로딩을 줄일 수 있지만, 화면에 바로 보여야 하는 이미지까지 늦게 로딩하면 체감 속도가 나빠질 수 있습니다. 특히 LCP 후보 이미지에 lazy를 걸면 점수가 악화될 수 있습니다. 면접에서는 최적화는 상황에 따라 trade off가 있다는 점을 이해하는지 보려고 이런 질문을 냅니다. 실무에서는 above the fold 이미지는 eager로, 아래쪽 이미지는 lazy로 분리하는 전략을 씁니다. 최적화는 일괄 적용이 아니라 우선순위를 기준으로 한 선택이 핵심입니다.		O	FALSE	X	TRUE					frontend	htmlcss	performance		
